Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6706,CA-2018-139164,23/06/2018,28-Jun-18,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,California,90805,West,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,$144.0,3,20.00%,$9
6944,CA-2018-139248,25/07/2018,30-Jul-18,Standard Class,RD-19930,Russell D'Ascenzo,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,$624.0,5,20.00%,$39
2090,CA-2018-139290,26/10/2018,30-Oct-18,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Rancho Cucamonga,California,91730,West,OFF-LA-10004008,Office Supplies,Labels,Avery 507,$5.8,2,0.00%,$3
7724,CA-2018-139374,10/09/2018,14-Sep-18,Standard Class,AR-10345,Alex Russell,Corporate,United States,Austin,Texas,78745,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,$179.9,1,30.00%,($3)
3158,CA-2018-139584,24/08/2018,28-Aug-18,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,$26.0,2,0.00%,$12
3157,CA-2018-139584,24/08/2018,28-Aug-18,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,$284.4,2,40.00%,($76)
1439,CA-2018-139731,15/10/2018,15-Oct-18,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,"$2,453.4",5,30.00%,($350)
1438,CA-2018-139731,15/10/2018,15-Oct-18,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,$263.9,3,20.00%,$43
7590,CA-2018-139738,25/09/2018,29-Sep-18,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Rockford,Illinois,61107,Central,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,$128.7,7,20.00%,$13
7356,CA-2018-139780,31/12/2018,02-Jan-19,Second Class,AH-10690,Anna Häberlin,Corporate,United States,Detroit,Michigan,48205,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,$116.4,8,0.00%,$52
2981,CA-2018-139850,12/06/2018,17-Jun-18,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",$43.3,2,20.00%,$4
2980,CA-2018-139850,12/06/2018,17-Jun-18,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,$20.7,4,20.00%,$7
3364,CA-2018-139962,13/12/2018,20-Dec-18,Standard Class,Dp-13240,Dean percer,Home Office,United States,Revere,Massachusetts,2151,East,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,$37.9,2,0.00%,$19
3363,CA-2018-139962,13/12/2018,20-Dec-18,Standard Class,Dp-13240,Dean percer,Home Office,United States,Revere,Massachusetts,2151,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,$19.4,3,0.00%,$9
4821,CA-2018-140025,07/04/2018,11-Apr-18,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,$463.2,8,80.00%,"($1,181)"
4822,CA-2018-140025,07/04/2018,11-Apr-18,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,$384.0,6,20.00%,$48
2744,CA-2018-140144,20/06/2018,25-Jun-18,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",$257.6,6,0.00%,$100
2745,CA-2018-140144,20/06/2018,25-Jun-18,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,$126.0,3,20.00%,$47
8253,CA-2018-140221,05/03/2018,09-Mar-18,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",$60.4,2,20.00%,$6
8250,CA-2018-140221,05/03/2018,09-Mar-18,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",$11.2,2,80.00%,($17)
8252,CA-2018-140221,05/03/2018,09-Mar-18,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,$181.0,5,80.00%,($471)
8251,CA-2018-140221,05/03/2018,09-Mar-18,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,$4.7,2,60.00%,($2)
8190,CA-2018-140375,02/10/2018,05-Oct-18,Second Class,SG-20470,Sheri Gordon,Consumer,United States,Rockville,Maryland,20852,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,$7.4,1,0.00%,$4
8189,CA-2018-140375,02/10/2018,05-Oct-18,Second Class,SG-20470,Sheri Gordon,Consumer,United States,Rockville,Maryland,20852,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,$19.4,3,0.00%,$9
1489,CA-2018-140410,03/11/2018,07-Nov-18,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,$42.6,3,0.00%,$17
1487,CA-2018-140410,03/11/2018,07-Nov-18,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,"$1,212.8",7,20.00%,$106
1488,CA-2018-140410,03/11/2018,07-Nov-18,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,$90.0,3,0.00%,$38
6901,CA-2018-140557,07/09/2018,11-Sep-18,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,New York City,New York,10009,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,$559.9,7,0.00%,$168
8852,CA-2018-140718,02/07/2018,04-Jul-18,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,$9.4,2,20.00%,$3
8850,CA-2018-140718,02/07/2018,04-Jul-18,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,$159.8,10,20.00%,$46
8849,CA-2018-140718,02/07/2018,04-Jul-18,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,$74.2,1,20.00%,$8
8851,CA-2018-140718,02/07/2018,04-Jul-18,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,$2.9,2,70.00%,($2)
4379,CA-2018-140830,30/11/2018,02-Dec-18,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,Kentucky,42420,South,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",$17.5,2,0.00%,$8
4380,CA-2018-140830,30/11/2018,02-Dec-18,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,Kentucky,42420,South,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",$71.9,2,0.00%,$32
809,CA-2018-140921,03/02/2018,05-Feb-18,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha,Nebraska,68104,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,$150.0,3,0.00%,$51
808,CA-2018-140921,03/02/2018,05-Feb-18,First Class,AA-10375,Allen Armold,Consumer,United States,Omaha,Nebraska,68104,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,$28.4,2,0.00%,$11
3826,CA-2018-140984,14/09/2018,18-Sep-18,Standard Class,CC-12685,Craig Carroll,Consumer,United States,New York City,New York,10011,East,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,$13.0,9,20.00%,$5
3824,CA-2018-140984,14/09/2018,18-Sep-18,Standard Class,CC-12685,Craig Carroll,Consumer,United States,New York City,New York,10011,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,$991.2,6,0.00%,$258
3825,CA-2018-140984,14/09/2018,18-Sep-18,Standard Class,CC-12685,Craig Carroll,Consumer,United States,New York City,New York,10011,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,$880.0,2,20.00%,$330
5672,CA-2018-141012,09/06/2018,11-Jun-18,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201,West,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,$140.4,3,20.00%,$9
5671,CA-2018-141012,09/06/2018,11-Jun-18,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,83201,West,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,$355.4,4,0.00%,$92
2490,CA-2018-141040,09/10/2018,13-Oct-18,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024,East,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,$632.0,4,0.00%,$303
2491,CA-2018-141040,09/10/2018,13-Oct-18,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,$23.9,4,0.00%,$11
3530,CA-2018-141145,17/09/2018,23-Sep-18,Standard Class,DB-13405,Denny Blanton,Consumer,United States,Orlando,Florida,32839,South,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,$87.2,3,20.00%,$11
5056,CA-2018-141243,03/01/2018,08-Jan-18,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,"$1,352.4",9,32.00%,($438)
5054,CA-2018-141243,03/01/2018,08-Jan-18,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,$398.4,5,20.00%,$85
5055,CA-2018-141243,03/01/2018,08-Jan-18,Second Class,AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,OFF-AR-10001246,Office Supplies,Art,Newell 317,$7.1,3,20.00%,$1
6625,CA-2018-141250,19/01/2018,23-Jan-18,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Texas City,Texas,77590,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,$102.4,1,30.00%,($13)
6626,CA-2018-141250,19/01/2018,23-Jan-18,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Texas City,Texas,77590,Central,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,$199.3,4,30.00%,($9)
8195,CA-2018-141327,30/11/2018,03-Dec-18,First Class,LR-16915,Lena Radford,Consumer,United States,Durham,North Carolina,27707,South,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,$335.7,2,20.00%,$25
8194,CA-2018-141327,30/11/2018,03-Dec-18,First Class,LR-16915,Lena Radford,Consumer,United States,Durham,North Carolina,27707,South,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,$98.4,3,20.00%,$10
8193,CA-2018-141327,30/11/2018,03-Dec-18,First Class,LR-16915,Lena Radford,Consumer,United States,Durham,North Carolina,27707,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,$6.0,7,70.00%,($4)
8210,CA-2018-141565,20/09/2018,24-Sep-18,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Nashville,Tennessee,37211,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",$294.4,4,20.00%,($59)
8209,CA-2018-141565,20/09/2018,24-Sep-18,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Nashville,Tennessee,37211,South,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,"$1,369.8",6,70.00%,($913)
9954,CA-2018-141593,14/12/2018,16-Dec-18,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,$6.5,1,0.00%,$3
9956,CA-2018-141593,14/12/2018,16-Dec-18,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",$273.6,2,20.00%,$10
9953,CA-2018-141593,14/12/2018,16-Dec-18,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,$55.3,2,20.00%,$21
9955,CA-2018-141593,14/12/2018,16-Dec-18,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",$34.2,3,20.00%,$12
7006,CA-2018-141740,01/11/2018,05-Nov-18,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,New York City,New York,10009,East,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,$205.2,2,10.00%,$14
6735,CA-2018-141754,20/12/2018,25-Dec-18,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Miami,Florida,33142,South,OFF-LA-10004093,Office Supplies,Labels,Avery 486,$11.7,2,20.00%,$4
1937,CA-2018-141768,25/05/2018,27-May-18,Second Class,NP-18685,Nora Pelletier,Home Office,United States,San Francisco,California,94109,West,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,$14.7,3,0.00%,$5
9194,CA-2018-141810,02/11/2018,07-Nov-18,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,San Antonio,Texas,78207,Central,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,$344.7,2,20.00%,$39
9193,CA-2018-141810,02/11/2018,07-Nov-18,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,$29.4,7,80.00%,($47)
5100,CA-2018-141936,07/08/2018,12-Aug-18,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Bakersfield,California,93309,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,$19.2,3,20.00%,$6
704,CA-2018-142027,09/04/2018,14-Apr-18,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Long Beach,California,90805,West,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,$369.9,3,20.00%,($14)
2412,CA-2018-142041,07/06/2018,09-Jun-18,Second Class,EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,$7.5,5,20.00%,$3
5528,CA-2018-142055,08/05/2018,10-May-18,First Class,AB-10255,Alejandro Ballentine,Home Office,United States,New York City,New York,10009,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,$37.9,2,0.00%,$18
6124,CA-2018-142139,31/08/2018,05-Sep-18,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Bedford,Texas,76021,Central,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",$21.0,4,20.00%,$7
4976,CA-2018-142202,18/09/2018,23-Sep-18,Second Class,JR-16210,Justin Ritter,Corporate,United States,Jacksonville,Florida,32216,South,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,$717.1,9,20.00%,$152
2054,CA-2018-142237,11/07/2018,13-Jul-18,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",$25.3,6,20.00%,$3
2049,CA-2018-142237,11/07/2018,13-Jul-18,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",$289.8,7,20.00%,$36
2053,CA-2018-142237,11/07/2018,13-Jul-18,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,$11.1,5,20.00%,$1
2050,CA-2018-142237,11/07/2018,13-Jul-18,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,$2.5,3,70.00%,($2)
2051,CA-2018-142237,11/07/2018,13-Jul-18,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,$6.5,4,70.00%,($5)
2052,CA-2018-142237,11/07/2018,13-Jul-18,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,$341.5,8,30.00%,($73)
3851,CA-2018-142377,04/12/2018,09-Dec-18,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Springfield,Missouri,65807,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,$86.0,7,0.00%,$40
2462,CA-2018-142419,11/07/2018,13-Jul-18,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",$98.4,3,20.00%,$34
2461,CA-2018-142419,11/07/2018,13-Jul-18,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,$30.0,3,0.00%,$13
6168,CA-2018-142433,20/04/2018,25-Apr-18,Standard Class,ES-14020,Erica Smith,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,$117.5,3,20.00%,$44
5204,CA-2018-142454,15/08/2018,19-Aug-18,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Oakland,California,94601,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,$70.3,3,0.00%,$19
5203,CA-2018-142454,15/08/2018,19-Aug-18,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Oakland,California,94601,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,$104.2,7,0.00%,$28
5605,CA-2018-142475,03/12/2018,07-Dec-18,Standard Class,BS-11380,Bill Stewart,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,$590.4,6,20.00%,$207
4720,CA-2018-142601,18/04/2018,20-Apr-18,Second Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90004,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",$947.2,7,0.00%,$9
4721,CA-2018-142601,18/04/2018,20-Apr-18,Second Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90004,West,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,$62.0,2,0.00%,$28
4275,CA-2018-142692,23/10/2018,28-Oct-18,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,$3.6,1,20.00%,$1
7583,CA-2018-142734,16/04/2018,21-Apr-18,Standard Class,DM-13345,Denise Monton,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,$127.8,2,10.00%,$3
1120,CA-2018-142755,04/09/2018,08-Sep-18,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",$4.4,2,0.00%,$2
1119,CA-2018-142755,04/09/2018,08-Sep-18,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,$620.0,5,0.00%,$112
1121,CA-2018-142755,04/09/2018,08-Sep-18,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,$15.3,2,0.00%,$7
1118,CA-2018-142755,04/09/2018,08-Sep-18,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,$279.9,5,0.00%,$137
8820,CA-2018-142930,28/11/2018,02-Dec-18,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Austin,Texas,78745,Central,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,$335.5,4,20.00%,$117
8321,CA-2018-142937,05/12/2018,06-Dec-18,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Dallas,Texas,75220,Central,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",$45.0,2,20.00%,$5
2273,CA-2018-142944,06/03/2018,11-Mar-18,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,$435.3,7,0.00%,$96
2274,CA-2018-142944,06/03/2018,11-Mar-18,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,"$1,120.0",2,20.00%,$378
7862,CA-2018-142993,12/10/2018,17-Oct-18,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,$17.9,2,0.00%,$3
7863,CA-2018-142993,12/10/2018,17-Oct-18,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",$82.0,2,0.00%,$0
1676,CA-2018-143077,17/09/2018,21-Sep-18,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,$6.6,3,80.00%,($10)
1675,CA-2018-143077,17/09/2018,21-Sep-18,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,$21.9,2,60.00%,($10)
4200,CA-2018-143105,10/12/2018,10-Dec-18,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,$7.3,1,0.00%,$3
4202,CA-2018-143105,10/12/2018,10-Dec-18,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",$41.3,6,0.00%,$19
4203,CA-2018-143105,10/12/2018,10-Dec-18,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,$184.7,7,0.00%,$85
4201,CA-2018-143105,10/12/2018,10-Dec-18,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,$800.0,2,20.00%,$250
1628,CA-2018-143119,24/09/2018,30-Sep-18,Standard Class,MC-17275,Marc Crier,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,$517.5,6,0.00%,$155
9576,CA-2018-143147,26/05/2018,28-May-18,Second Class,PS-18760,Pamela Stobb,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,$105.7,1,30.00%,($29)
9577,CA-2018-143147,26/05/2018,28-May-18,Second Class,PS-18760,Pamela Stobb,Consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,$399.5,2,40.00%,($80)
9578,CA-2018-143147,26/05/2018,28-May-18,Second Class,PS-18760,Pamela Stobb,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",$104.9,5,30.00%,($4)
2536,CA-2018-143238,06/09/2018,08-Sep-18,First Class,LO-17170,Lori Olson,Corporate,United States,La Quinta,California,92253,West,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,$46.3,4,0.00%,$18
7866,CA-2018-143364,14/07/2018,19-Jul-18,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,$441.9,2,20.00%,$50
7864,CA-2018-143364,14/07/2018,19-Jul-18,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,$272.7,3,20.00%,($65)
7865,CA-2018-143364,14/07/2018,19-Jul-18,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,$18.5,4,20.00%,$7
